Total peptides: 254
Training set size: 215
Test set size: 39
Max index: 21, Vocab size: 22

-------Starting Training-------
_________________________________
Epoch [1/100], Loss: 2.8891692895155687, Accuracy: 0.2884615361690521
Epoch [2/100], Loss: 1.5259576027209942, Accuracy: 0.45432692766189575
Epoch [3/100], Loss: 1.0748584316327021, Accuracy: 0.4246794879436493
Epoch [4/100], Loss: 1.0351269290997431, Accuracy: 0.415865421295166
Epoch [5/100], Loss: 1.0100583204856286, Accuracy: 0.42548081278800964
Epoch [6/100], Loss: 0.9741215797571036, Accuracy: 0.4407051205635071
Epoch [7/100], Loss: 0.999725341796875, Accuracy: 0.4350961148738861
Epoch [8/100], Loss: 0.9720381773435153, Accuracy: 0.45112180709838867
Epoch [9/100], Loss: 0.9688762839023883, Accuracy: 0.44391024112701416
Epoch [10/100], Loss: 0.9885235474659846, Accuracy: 0.4366987347602844
Epoch [11/100], Loss: 0.9861539693979117, Accuracy: 0.43349361419677734
Epoch [12/100], Loss: 0.9519455066094031, Accuracy: 0.4535256624221802
Epoch [13/100], Loss: 0.9602465950525724, Accuracy: 0.43669870495796204
Epoch [14/100], Loss: 0.9654355553480295, Accuracy: 0.44150638580322266
Epoch [15/100], Loss: 0.9646702775588403, Accuracy: 0.44871795177459717
Epoch [16/100], Loss: 0.9815913851444538, Accuracy: 0.4166666865348816
Epoch [17/100], Loss: 0.9628162429882929, Accuracy: 0.4326923191547394
Epoch [18/100], Loss: 0.9664002886185279, Accuracy: 0.45753204822540283
Epoch [19/100], Loss: 0.9518381494742173, Accuracy: 0.4559294581413269
Epoch [20/100], Loss: 0.9542217758985666, Accuracy: 0.45192307233810425
Epoch [21/100], Loss: 0.9468943797625028, Accuracy: 0.46233972907066345
Epoch [22/100], Loss: 0.9469278913277847, Accuracy: 0.4663461446762085
Epoch [23/100], Loss: 0.9463304097835834, Accuracy: 0.46153849363327026
Epoch [24/100], Loss: 0.9512980213532081, Accuracy: 0.46794870495796204
Epoch [25/100], Loss: 0.9400038856726426, Accuracy: 0.4639423191547394
Epoch [26/100], Loss: 0.9413503912779001, Accuracy: 0.4671474099159241
Epoch [27/100], Loss: 0.9480234522085923, Accuracy: 0.4431089758872986
Epoch [28/100], Loss: 0.9441536664962769, Accuracy: 0.4479166567325592
Epoch [29/100], Loss: 0.96616353896948, Accuracy: 0.4527243375778198
Epoch [30/100], Loss: 0.9564549464445847, Accuracy: 0.4607371985912323
Epoch [31/100], Loss: 0.9442365490473233, Accuracy: 0.4735577404499054
Epoch [32/100], Loss: 0.9455693501692551, Accuracy: 0.4559294581413269
Epoch [33/100], Loss: 0.9437983907186068, Accuracy: 0.4607371687889099
Epoch [34/100], Loss: 0.9391091374250559, Accuracy: 0.45112180709838867
Epoch [35/100], Loss: 0.9417888017801138, Accuracy: 0.4639423191547394
Epoch [36/100], Loss: 0.9357489943504333, Accuracy: 0.47035253047943115
Epoch [37/100], Loss: 0.9276321667891282, Accuracy: 0.4711538553237915
Epoch [38/100], Loss: 0.9334581402631906, Accuracy: 0.4759615361690521
Epoch [39/100], Loss: 0.9441758394241333, Accuracy: 0.46554481983184814
Epoch [40/100], Loss: 0.9315893971003019, Accuracy: 0.48878204822540283
Epoch [41/100], Loss: 0.9267476063508254, Accuracy: 0.4527243971824646
Epoch [42/100], Loss: 0.9303064254614023, Accuracy: 0.4799679219722748
Epoch [43/100], Loss: 0.9232565944011395, Accuracy: 0.4839743375778198
Epoch [44/100], Loss: 0.9324278281285212, Accuracy: 0.48237180709838867
Epoch [45/100], Loss: 0.935049790602464, Accuracy: 0.4807693064212799
Epoch [46/100], Loss: 0.9329300797902621, Accuracy: 0.48317310214042664
Epoch [47/100], Loss: 0.9365216768704928, Accuracy: 0.45192304253578186
Epoch [48/100], Loss: 0.9252375547702496, Accuracy: 0.4847756624221802
